property_id,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,target
1,-1.0699846666752362,0.3711275706863551,-1.923549301936146,0.4395166822859717,-0.6268431713371033,-0.4661582741538192,0.4645756611868516,0.0670325858065925,-0.7594798063702598,0.3283160566153257,0.1913616535222999,-0.3135046667174659,-0.0830226446454474,-0.1542751274053186,0.3594345645314487,-0.623536409234447,-0.3479261479928601,-0.7350105443874052,0.1391335929670609,0.1634745449903085,0.6890295136750674,26
2,-1.6128002030479065,0.1195606251446734,1.078694160517059,3.449061618652674,2.366557241492486,-0.0999240700116719,0.1911453424664614,1.2100268658290092,-0.1429839351560173,0.1527408429116506,1.3084445550647077,-0.128533853634621,-0.0480231555299807,-0.4004916367762733,-0.5133464490685449,0.0663828525746766,0.2952023993067809,-0.1463863868373515,0.5145384173744014,-1.6366538403790196,1.006841351795319,75
4,-1.0126915043366027,-2.947262880725779,-2.1533347775201235,-0.376297987398384,3.4804719954782204,-1.3318607153076942,0.7383776110184663,2.7710481421181825,-0.7918202390319885,0.5635178189228761,0.5722460415774007,1.3337832897979698,-0.4796759656158443,-0.4484258587633257,-1.1031805011489135,0.6818095106182203,0.2229662414608696,1.887154847913885,-0.7431749287518952,1.1901845719825856,-0.006294917522996,60
5,-0.7859180860274145,-2.959235127605359,-2.4016958135118656,0.5593047053805574,2.791781981448374,-0.4336810117763425,0.932224182700292,2.2756996605719606,-0.076958423599719,0.2604143824407923,0.6769581975185479,1.2513823498880403,-0.3765683983390115,-0.4260703844520565,-1.0399492970866244,0.9031792111729784,0.3777877510171111,1.3763187071287024,-0.4364016612276954,1.1982309047511055,-0.3690368482673135,55
6,-0.0394074411057772,-2.196429219995564,-0.1864170604300712,-0.7954488470288065,0.0660530385409711,-1.3707176580228988,2.2718785810107054,1.3259350982904836,1.1790908514672245,-0.6387795731235373,1.7554044402458675,-0.0653689956028311,0.1170689961279776,-0.1205169994321334,-0.1753120115715625,-0.8387042956374867,0.2373686380887918,-0.7446115650499329,1.013505480763628,-0.5534800538491922,-0.574708132076219,139
7,-0.2585362418713569,-1.0985173632710616,2.088568348177686,2.774019812998479,-2.302822684411292,-0.84121264968796,0.4994846782442607,0.0593107533173228,-3.0278038926031243,-0.0922319145042688,0.5209644513800341,0.5392745637764227,0.0839220779179118,-0.5660375834196864,-0.0880905134561308,3.022364536228624,-0.3362159656965082,0.7722587301580582,-0.7075109709771584,-4.062948033404877,-0.8326657838354966,85
8,-2.158827870178704,1.0205433071683354,-0.4422918135241737,-1.1124963389881637,0.7572324848742704,-0.7277279832297142,0.8169681705703264,0.443787214780491,2.38728408929662,-0.1061679291786368,0.1655936127398118,0.3830438121291387,-0.5153367396474295,-0.0897484257852498,-0.2046455147275239,-0.0708070331869181,0.2038042715381725,0.3341420637382711,-0.457760020725471,-0.4520562677261954,1.049724170258045,35
9,-2.1176784291481727,1.2800422335251485,-0.1088279133632112,-1.3903297729883903,-0.6949324123143831,1.087063679351826,-0.412202964538301,-0.8193692366361678,-1.2044656030953569,0.0304900216666337,0.3845632793365481,-0.204511157591977,1.263977044185166,1.2346097500459563,0.5836787256886671,0.0058945860520766,0.17869478778951,-0.4148214288837926,0.5771870360132347,-0.2860902286595773,-0.6693597635752433,81
10,-0.1612398155520169,-2.2383636279708674,-2.7015789587776085,0.92626059834979,-1.3897969232090894,-0.2151091838349642,1.4799619807100914,-0.446780717316614,0.4435875032071582,-0.2130439763505381,0.0428675876365181,0.1732666307568038,-0.0748509274463599,-0.9324925370916178,0.1932274958119222,0.4496779551910322,-0.2420041037409057,0.1336094229175925,0.6268820418075902,0.33730304074496,0.4543760686400362,27
11,1.9207165057046545,-3.486254442889928,0.6264647012157267,0.8704492247500099,-1.3730723543700984,-0.0156689172914673,0.5745531915361696,-1.5573612647571506,-0.1586378441829216,-0.6415815247795519,0.5023007804540586,-0.2876839108924976,0.0252670474450019,-0.1877481383790907,0.6663406201865348,0.0227736304041237,0.0827892052195959,-0.9132726157168584,-0.3128309247268828,-0.6772058564507333,-0.1058977902305747,35
