property_id,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,target
1,-1.0699846666752362,0.37112757068635516,-1.923549301936146,0.4395166822859717,-0.6268431713371033,-0.4661582741538192,0.4645756611868516,0.0670325858065925,-0.7594798063702598,0.32831605661532576,0.19136165352229992,-0.3135046667174659,-0.08302264464544742,-0.15427512740531868,0.3594345645314487,-0.623536409234447,-0.34792614799286015,-0.7350105443874052,0.13913359296706093,0.16347454499030856,0.6890295136750674,26
2,-1.6128002030479063,0.11956062514467344,1.078694160517059,3.449061618652674,2.366557241492486,-0.09992407001167197,0.1911453424664614,1.2100268658290092,-0.14298393515601737,0.1527408429116506,1.3084445550647077,-0.128533853634621,-0.048023155529980766,-0.4004916367762733,-0.5133464490685449,0.06638285257467667,0.29520239930678094,-0.1463863868373515,0.5145384173744014,-1.6366538403790196,1.006841351795319,75
3,0.25908554263718037,-0.9005260534942606,-2.087914295915385,1.869091893814951,2.5408224275794673,0.8298196431770113,-2.705547420973771,0.20717362496080424,1.6934069400090612,-1.892925810763538,2.5146373471646974,-4.743977508552121,-0.4822926054693999,0.3184183654669459,2.1054259645881075,1.105173482565277,-4.620105726001565,3.5092148136820116,0.2890457351756688,1.3937908136258126,0.43765520130843893,110
4,-1.0126915043366027,-2.947262880725779,-2.1533347775201235,-0.37629798739838405,3.4804719954782204,-1.3318607153076942,0.7383776110184663,2.7710481421181825,-0.7918202390319885,0.5635178189228761,0.5722460415774007,1.3337832897979698,-0.4796759656158443,-0.44842585876332575,-1.1031805011489135,0.6818095106182203,0.22296624146086963,1.887154847913885,-0.7431749287518952,1.1901845719825856,-0.006294917522996017,60
5,-0.7859180860274145,-2.959235127605359,-2.4016958135118656,0.5593047053805574,2.791781981448374,-0.43368101177634255,0.9322241827002921,2.2756996605719606,-0.07695842359971901,0.2604143824407923,0.6769581975185479,1.2513823498880403,-0.3765683983390115,-0.4260703844520565,-1.0399492970866244,0.9031792111729785,0.37778775101711115,1.3763187071287024,-0.43640166122769547,1.1982309047511057,-0.36903684826731353,55
6,-0.03940744110577727,-2.196429219995564,-0.18641706043007122,-0.7954488470288065,0.06605303854097118,-1.3707176580228988,2.2718785810107054,1.3259350982904836,1.1790908514672243,-0.6387795731235373,1.7554044402458677,-0.06536899560283113,0.11706899612797762,-0.12051699943213345,-0.17531201157156254,-0.8387042956374867,0.23736863808879188,-0.7446115650499329,1.0135054807636281,-0.5534800538491922,-0.574708132076219,139
7,-0.25853624187135693,-1.0985173632710616,2.088568348177686,2.774019812998479,-2.3028226844112916,-0.84121264968796,0.49948467824426074,0.05931075331732287,-3.0278038926031243,-0.09223191450426889,0.5209644513800341,0.5392745637764227,0.08392207791791183,-0.5660375834196864,-0.08809051345613084,3.022364536228624,-0.33621596569650825,0.7722587301580582,-0.7075109709771584,-4.062948033404877,-0.8326657838354966,85
8,-2.1588278701787034,1.0205433071683354,-0.4422918135241737,-1.1124963389881635,0.7572324848742704,-0.7277279832297142,0.8169681705703264,0.443787214780491,2.38728408929662,-0.10616792917863682,0.16559361273981185,0.3830438121291387,-0.5153367396474295,-0.08974842578524983,-0.20464551472752396,-0.07080703318691817,0.20380427153817257,0.33414206373827116,-0.45776002072547106,-0.4520562677261954,1.0497241702580453,35
9,-2.1176784291481727,1.2800422335251485,-0.10882791336321121,-1.3903297729883903,-0.6949324123143831,1.087063679351826,-0.412202964538301,-0.8193692366361678,-1.2044656030953569,0.03049002166663372,0.3845632793365481,-0.20451115759197702,1.263977044185166,1.2346097500459565,0.5836787256886671,0.005894586052076633,0.17869478778951,-0.4148214288837926,0.5771870360132347,-0.2860902286595773,-0.6693597635752433,81
10,-0.16123981555201694,-2.2383636279708674,-2.7015789587776085,0.9262605983497899,-1.3897969232090894,-0.21510918383496422,1.4799619807100914,-0.446780717316614,0.4435875032071582,-0.21304397635053818,0.04286758763651818,0.17326663075680385,-0.07485092744635997,-0.9324925370916178,0.19322749581192222,0.4496779551910322,-0.24200410374090572,0.13360942291759256,0.6268820418075902,0.33730304074496,0.4543760686400362,27
