6501,60.28891
6502,52.98534
6503,64.703415
6504,49.26744
6505,55.219585
6506,55.219585
6507,66.107956
6508,58.67765
6509,58.14908
6510,64.184944
6511,52.638405
6512,63.882626
6513,46.624126
6514,56.07415
6515,52.408726
6516,53.524986
6517,75.44981
6518,71.538635
6519,57.927834
6520,55.250706
6521,76.47794
6522,66.47418
6523,61.461327
6524,67.56566
6525,59.705505
6526,55.622643
6527,60.1905
6528,61.32204
6529,60.868164
6530,57.508232
6531,59.275116
6532,56.187675
6533,57.349148
6534,61.26578
6535,44.643856
6536,67.706024
6537,65.41692
6538,62.774567
6539,60.755627
6540,55.769196
6541,62.60218
6542,60.862106
6543,60.578922
6544,53.491817
6545,75.46886
6546,56.85856
6547,56.39995
6548,66.78072
6549,52.77878
6550,52.141926
6551,55.868
6552,54.083572
6553,65.842445
6554,85.32176
6555,84.77655
6556,70.578
6557,56.58937
6558,42.05276
6559,55.637005
6560,56.371845
6561,59.997192
6562,65.15977
6563,60.890575
6564,58.363976
6565,49.08787
6566,48.73431
6567,65.587234
6568,59.84347
6569,81.37456
6570,56.664047
6571,52.628128
6572,62.366486
6573,49.761055
6574,39.687336
6575,58.821186
6576,54.002167
6577,43.306602
6578,49.189297
6579,51.793842
6580,62.15249
6581,78.40662
6582,53.178642
6583,59.191914
6584,59.191914
6585,49.0908
6586,50.22757
6587,53.480244
6588,55.106373
6589,58.14062
6590,50.38362
6591,66.810295
6592,54.987305
6593,69.15895
6594,60.44638
6595,50.84676
6596,58.48643
6597,72.445465
6598,56.761585
6599,56.55109
6600,53.32369
6601,61.70712
6602,47.31882
6603,62.77793
6604,62.5475
6605,65.968376
6606,62.60092
6607,51.413376
6608,63.945503
6609,59.24467
6610,46.194695
6611,58.892918
6612,52.95298
6613,51.802902
6614,57.14066
6615,56.753056
6616,49.641792
6617,57.27604
6618,57.251823
6619,71.61101
6620,52.336063
6621,42.162407
6622,55.18226
6623,72.98047
6624,43.05791
6625,55.662354
6626,50.72865
6627,71.07743
6628,53.741024
6629,59.16196
6630,61.74737
6631,63.175793
6632,55.774452
6633,59.391212
6634,55.302284
6635,65.995544
6636,52.856346
6637,60.810505
6638,45.011463
6639,55.474537
6640,53.601154
6641,46.283634
6642,57.31375
6643,60.62556
6644,62.078705
6645,67.96631
6646,72.71006
6647,48.61362
6648,55.379696
6649,68.17537
