property_id,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,target
1,-1.0389706707841704,0.3736944402369925,-1.9084574969137296,0.4054442009664256,-0.6596425903473195,-0.409539455478665,-0.2562582281901387,-0.359470883851393,0.8159101794830206,0.1154229747612758,-0.0467475149440502,-1.0929094701738546,-0.0498949830126936,0.8253350465967194,0.4932194377950857,0.1372847599782563,-1.5752521095688268,26
2,-1.60745024249102,0.0250979835631528,0.9146194688157182,3.355702586982908,2.3692537778494542,-0.0220264635026075,0.2757626906689448,0.8487423378068483,0.1892065540621987,-0.3102825367872101,-0.224684792005616,-0.2300555853674543,0.4940313555893301,-0.4277944052727123,2.0263850204120297,0.2351492142218125,0.2515677170133434,75
3,0.2605179533187163,-0.9505135293690696,-1.9288554334339556,2.071066160352373,2.3591347928486157,0.3841965572303759,0.1896589492950943,0.9915063892125008,0.1149579343141721,-0.1707114564526305,-0.2870549818024687,0.0478126331544953,0.4818679278500561,0.4822804285415973,-0.0741342666430742,-1.3640199961507162,-0.3945474741483016,110
4,-0.9869293462930864,-3.0626460927368937,-2.265230259614905,-0.5065766566264644,3.468147435950866,-1.2438409182500472,0.2580038587168041,2.0492635593648227,1.34932804918121,0.611159063667591,-0.1692485924767566,2.1315666177775605,-1.425206618586324,0.5991119288372726,-0.7038342715449238,-0.1730606644618522,-0.2644402449304636,60
5,-0.7612096965076336,-3.0764791974531644,-2.517916667268288,0.4174091461133559,2.7657436700263114,-0.3333401337114433,-0.0908349092211772,1.8374450744778057,0.4728931173257291,0.4688073169740334,-0.212416995237055,1.9290855242834248,-0.8603913837477625,0.3048067816970732,-1.0383689131094676,-0.3745941495515743,-0.287564043288233,55
6,-0.0128439071729706,-2.3220136555351583,-0.2570555042165939,-0.8939016948993531,0.0471684360682683,-1.343564714954941,-1.7905402543082367,1.581001751241114,-0.7873756681615629,-0.7063551413278347,0.380072865245122,-0.9172832493852876,1.178550321894827,-0.3380110753400328,0.2718212005917056,1.657959883637545,0.7178027502493719,139
8,-2.125002634735536,1.0330672457019066,-0.4064500322540496,-1.090758421316696,0.7583417868658175,-0.7342088774417511,-0.962753108580341,1.36134897448791,-1.9620825383175544,0.4821527500910824,0.0103273854013668,0.149119002979563,-0.7218675579088456,0.3519289815040942,1.0592420354811658,-0.4627149095946939,-0.484990774982995,35
9,-2.118851870474092,1.330917031234447,-0.086204456339814,-1.42123219402993,-0.6585627353594421,1.08790982088189,0.363745846905255,-1.4002047831954356,0.7433782391574941,-1.2344106171184916,1.2293266358566863,-0.174698432313106,0.9290534912241256,-0.4671088686437625,-0.3023234489994827,0.1978923526866286,0.1175171686888184,81
10,-0.1490938806906793,-2.248283504148002,-2.692205239513884,0.8529805707247791,-1.4580240254564554,-0.1240360112699807,-1.387680986468479,-0.4275158334644158,-0.4973773657830124,0.3307640013433996,-0.8065608011466768,0.3695214421220487,0.2916702452942786,1.1347397934596537,0.4330897035147202,1.1459611419292584,-1.3113277535030132,27
11,1.8823489255001933,-3.4973842404117312,0.6281008530862425,0.81968192404034,-1.417673175136153,0.0599754101449004,-0.5767574160424565,-1.7502316556434918,-0.6517484234700688,-0.0753550270965517,-0.0084114039522142,-0.8302507551447353,0.1579237068238663,-0.5430670759294612,0.5446939096311763,1.1584997027157984,-0.1428857813119213,35
12,-1.5757533140501214,-1.709871906290369,-0.7444378965510022,-1.9799460890478076,0.3796698074084021,-2.0418766217981794,-0.1809095696391018,2.199565957194401,0.8659850552575764,-0.5205087330472152,0.5662890808763094,-0.2878717576532044,0.7373296435116379,-0.8665803522618211,-0.0084220525430943,-0.8656036053471151,0.8872690221349543,45
13,-0.4605612567323233,-1.8645876919320497,-1.592486577863122,-1.8816447768130236,-0.2717391071585574,-1.0506867794900283,0.6001699913095212,0.903137567439922,-0.4931811706102924,-0.4483076743719286,0.355290605426769,-0.6696789082771716,0.4820121062568803,-0.0618941981945624,-0.1981246671336464,0.0432768376196134,1.2061813580222531,80
14,3.236556369536712,3.23863191722274,-0.2595262144328212,-0.2980524755265068,0.1568329249732592,-0.8104902881976668,1.2074875222192227,-0.4356292054832544,-0.5520850278924936,-0.0975530558863381,0.1015792911428958,-0.8248972890250699,-0.0835268112085575,0.2131224976565194,0.8526916709358203,-1.2758640070865557,0.8243797831186911,179
15,-2.385413137719433,0.1980643311870404,-0.0537248175917117,-0.438592830388967,3.6691699903456856,0.5465798069436663,-0.3005844245075988,0.4765830648195966,0.43988204523075,0.1138257210551178,-0.3460829157481138,0.6806540525782278,0.4356582748192752,0.3377371845704965,0.1055755041144865,0.3231014344813147,0.1633295373709708,60
16,-1.147389098657272,-0.0118772495553829,2.4735261360550447,1.5840383683153096,2.752375518254476,1.1944406936586984,0.2248144049777933,-0.7181607891800389,-0.3221624899760108,0.0209750911467241,-0.2010798040772967,0.002325981906373,0.182923361899392,-0.0835798271753224,0.1681698438598638,-0.2210509492059788,0.296641952067663,40
17,-1.0552030971127098,-0.913145468936394,1.1432230214721646,-0.4095981500402302,0.3590720438140825,-1.9310187272769372,0.364414642928373,1.1651739586458627,-1.4814461147837246,0.2208018777571875,-0.2017109088155214,0.2136879557468731,-1.0058590863718215,1.1628718477622209,1.4898393966577297,0.849146082709369,0.0170315391869826,70
18,-2.850298456000451,2.024508480332607,0.5006692563885801,-0.7348971501543813,-0.7154988373914942,0.5088168813417715,-0.2698276617896043,-0.6211715605610052,-0.2768702732232603,0.2724592648166081,-0.7893196456848444,0.4281482907460354,0.358688302717789,1.3729494412790495,-0.7684981746854808,0.2985091943500628,1.2360145164099026,30
19,-2.3367777108961887,1.1545816984710646,-0.9159630577658896,1.0464635218326632,-1.2760380656319534,-0.6937237280534857,1.651303255142148,1.1483224785998662,-0.0915356130273558,-0.3314234852153039,-0.3185088140715028,0.5050496892815105,0.9065343553777094,-0.1769784989385222,0.5304591009130554,0.6831794499065473,-1.5105204737247817,90
20,1.0219044789355725,-0.9162682298749492,-2.4114508273261483,3.3819761949102887,0.891389746071637,0.1688234798982195,3.2042937615520395,-0.6335412191184231,0.3907042228420395,0.0128742685284506,-0.785767992243752,1.098992264112725,0.044419039005256,-0.2958446566144523,1.312211723473504,0.3730552211089977,0.7411975131907008,28
21,-2.1347793901981693,-0.1255267220933517,0.0534845180961072,-0.3585759471672252,4.151595159020113,0.5126476355472777,-0.0311833040519778,-0.0237687224319369,-0.5067038480405476,0.5254966069836535,-0.3261539033469519,0.4588852954872207,-0.8712832181551596,0.6859883527373538,0.8887567505638833,0.3901233851099219,-0.2756833518772769,53
22,1.2397681731420584,0.8691427176222263,0.0289749578112768,-1.0511828157515857,0.498407527727729,0.0477101534773247,-0.0309702848861649,-0.790410529770563,-0.2816408060699061,-0.3541390457855272,0.8213852405635762,-1.4308211937882696,-0.2538027012521268,-0.9745583751392322,0.1807049807462329,0.8275666133078017,0.2414402741741411,98
23,-0.9894624000968968,0.8742296720127947,-1.2508466431762788,-0.1141164682679539,-0.4570441356292405,0.7179536891165437,0.1720951097980911,-0.8705877412065202,0.0693908305311534,0.1170301910350153,0.1078966026561204,-1.148697263361361,-0.4661475328840338,0.4241691464420266,0.4628397128995064,0.003694466093214,-0.606010300261686,50
25,2.348538074593578,1.6420364581868558,-0.1828787622432721,-1.1064533349102617,0.5326706036541953,0.0716193720869386,-0.0132598566275188,-0.9554862099679876,0.1185010529799144,-0.0304791447015761,0.5508718396575429,-0.7553578195835097,-0.5322250068213726,-0.741064359202614,-0.3474721146957701,-0.1928407927325387,-0.3785075557544063,30
26,-2.69908007484893,1.1482216208403175,-0.1770982498681266,-1.1670462546604607,-0.081142353027273,-0.064307752835229,-0.5547763589740317,1.0183548593830682,-0.8699585513356104,-0.4199228610874916,-0.2510689196098241,0.3315488454246176,1.539979055846749,-0.3128966038527386,0.0901267087127275,-1.2061327260316483,0.5576956143819537,169
27,-1.934801570693565,-0.1401347490827934,0.0923348247943018,-0.5960348711052942,-0.1700538156933945,0.7297784053256733,-0.4923167907499302,-1.050715971620348,-0.3730065419638321,0.2377248579407582,0.0561467171583256,-0.6947605423911977,0.0795058750518456,-0.3153172937944568,-0.0274427874149137,-0.0626294037901003,-0.8543742644517252,45
29,3.3175434512376927,0.3754030916103106,0.1842345521320105,-1.9975615906513324,0.8501350108038981,-1.6823736697780718,1.138936361107865,-1.6081613703324522,2.2427152256874567,-0.3940399728002307,0.4804376604765876,-1.1715186364906018,0.0887711479806327,-0.253907205026713,-0.0753486519947652,0.6759103119876547,-0.2742887278012897,125
30,-0.7709295370490199,-0.3241944233305167,0.3724650234830165,-2.125899807658958,-0.4438665949843143,1.260762856245475,-1.2746105493523652,-1.496336276823092,-0.3314066596542209,0.006553752274412,-0.53286386608367,0.7886965634827285,0.9702705964502776,-0.200437549966871,-1.7632392486186568,0.2948824405504195,-1.0321457806268923,50
31,-1.3692777110726098,-1.832928650848076,-0.2599604091025262,-2.260054764589792,-0.3279903163231413,-0.1041132781478881,0.2228257029183347,-0.6115118054618118,-0.805609599695873,-0.2105619546383684,-0.3440801458428343,-0.1662719871014736,0.7845064392180245,0.4571280924423513,-0.2544623513305178,0.3825551868477461,0.2530793483087827,70
32,1.231875454540731,-0.94244208826426,-1.8865093107074236,0.9501027160162744,-0.7074278400837454,-1.5259288161847642,0.2467330990709074,1.2891635200056708,-0.9986018958533152,-0.4299489853709505,0.2830167842820693,-1.604046283794184,-0.2172454713868019,1.3996041309369327,1.006892757138755,1.4422543516661834,0.1636927274634182,46
33,0.2775357280312484,2.046910118306259,0.1707649581293887,0.0854462907995941,0.2289846917892668,-1.122477792333077,-0.1743177109753866,1.6500518620714677,-1.1346479318138332,-0.4928054089691882,-0.2191872538147335,-0.6566847473011038,1.032636688025245,0.8305067539679022,1.0073766233787562,1.3578376166219197,-0.7549121614979268,40
34,-2.029174204237919,0.480268605186294,1.5570867611720325,-1.7587403188825554,0.3398585707044091,0.4450403935142195,-0.0583344760494797,-0.3083499795820926,-1.588564527863491,0.3346137162877816,0.0797155845501879,1.8720796906519104,-0.2714818845599408,-1.6675308059268787,-1.4886806380154316,-0.1312142536593247,-0.9148800665463696,45
35,-0.8139985126316083,0.3146854070479267,0.2432528318692833,-0.5298297055269184,0.0138993581874433,0.6724642088313998,-0.7174415849869957,-1.2660597738583672,-0.4775046575646613,-0.5863263658417339,1.4843609095114367,-0.6294946479956921,-0.5377102646885423,-0.5875795065631756,1.3284897968361111,0.5919222283052937,-0.4566452000012847,60
36,-0.3461432621385439,-1.0639316630653473,0.7784210798475194,-0.2535906433617245,-0.0477459087972957,-0.1410218579626146,-1.005585496911676,-0.8880660741530779,-0.7343831507307421,0.7033181088757475,0.0662930285810019,0.2689835076856949,-1.3366945396407672,0.0485460284494386,0.0989367468796154,-0.3250395477510812,-0.6178211478101491,45
