property_id,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,target
1,-1.0389706707841704,0.37369444023699255,-1.9084574969137298,0.4054442009664256,-0.6596425903473195,-0.40953945547866505,-0.2562582281901387,-0.35947088385139303,0.8159101794830206,0.11542297476127587,-0.04674751494405025,-1.0929094701738546,-0.04989498301269363,0.8253350465967194,0.49321943779508576,0.13728475997825632,-1.5752521095688268,26
2,-1.60745024249102,0.025097983563152824,0.9146194688157182,3.355702586982908,2.3692537778494542,-0.022026463502607507,0.2757626906689448,0.8487423378068483,0.18920655406219872,-0.31028253678721013,-0.22468479200561606,-0.23005558536745438,0.4940313555893301,-0.4277944052727123,2.0263850204120297,0.23514921422181256,0.25156771701334346,75
3,0.26051795331871636,-0.9505135293690695,-1.9288554334339554,2.071066160352373,2.3591347928486153,0.38419655723037593,0.18965894929509436,0.9915063892125007,0.11495793431417214,-0.1707114564526305,-0.28705498180246874,0.047812633154495396,0.48186792785005617,0.48228042854159736,-0.07413426664307422,-1.3640199961507162,-0.3945474741483016,110
4,-0.9869293462930864,-3.0626460927368937,-2.265230259614905,-0.5065766566264644,3.468147435950866,-1.2438409182500472,0.25800385871680415,2.0492635593648227,1.3493280491812099,0.611159063667591,-0.1692485924767566,2.1315666177775605,-1.425206618586324,0.5991119288372726,-0.7038342715449238,-0.17306066446185223,-0.2644402449304636,60
5,-0.7612096965076336,-3.0764791974531644,-2.517916667268288,0.41740914611335594,2.7657436700263114,-0.33334013371144333,-0.09083490922117728,1.8374450744778057,0.47289311732572914,0.4688073169740334,-0.21241699523705507,1.9290855242834248,-0.8603913837477625,0.30480678169707326,-1.0383689131094676,-0.37459414955157433,-0.28756404328823304,55
6,-0.012843907172970645,-2.3220136555351583,-0.2570555042165939,-0.8939016948993531,0.04716843606826837,-1.343564714954941,-1.7905402543082367,1.581001751241114,-0.7873756681615629,-0.7063551413278347,0.380072865245122,-0.9172832493852875,1.178550321894827,-0.33801107534003283,0.2718212005917056,1.657959883637545,0.7178027502493719,139
7,-0.27072863355686755,-1.199820916546365,1.9591777160739294,2.6534054468073913,-2.3220796348752923,-0.7124523257262199,0.3372172231722826,-1.7893378610303226,2.2666825653760316,0.4241256663526927,-0.7257488521207042,2.5512535655064057,0.5906847552690013,-3.9394393403420036,2.2190662363013955,-0.321493812147822,-0.49129796108640966,85
8,-2.125002634735536,1.0330672457019066,-0.4064500322540496,-1.090758421316696,0.7583417868658175,-0.7342088774417511,-0.962753108580341,1.36134897448791,-1.9620825383175544,0.48215275009108244,0.010327385401366811,0.14911900297956307,-0.7218675579088456,0.35192898150409424,1.0592420354811658,-0.46271490959469397,-0.484990774982995,35
9,-2.1188518704740917,1.330917031234447,-0.08620445633981409,-1.42123219402993,-0.6585627353594421,1.08790982088189,0.363745846905255,-1.4002047831954356,0.7433782391574941,-1.2344106171184916,1.2293266358566863,-0.17469843231310603,0.9290534912241255,-0.46710886864376255,-0.30232344899948277,0.1978923526866286,0.11751716868881844,81
10,-0.14909388069067936,-2.248283504148002,-2.6922052395138834,0.8529805707247791,-1.4580240254564554,-0.1240360112699807,-1.387680986468479,-0.42751583346441585,-0.49737736578301245,0.33076400134339967,-0.8065608011466768,0.36952144212204874,0.2916702452942786,1.1347397934596537,0.4330897035147202,1.1459611419292584,-1.3113277535030132,27
