pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,target
-1.0091416606706463,-0.5050842217992582,-0.9768661943952622,-1.7254738675053867,-1.0297566864004724,-0.5700080380864059,0.6522721853212481,0.0354125231158682,0.22554075189198378,-0.30822547273617956,-1.020521290660772,0.567368268426616,-0.005431171680884677,0.7721403172956077,1.265108424397494,-0.5554327382697065,0.0356854113460763,26
-1.5916402291642104,2.7558872956670033,-2.325588940721525,2.7613395891182613,-1.6666420009037435,-0.9123576083363506,0.1393501469868926,0.2241096295687093,0.0032731541580698124,-0.38197612380759605,-0.416045241384387,-0.04734040145471564,0.6278824106411383,0.5546413847812177,0.025763089218534225,1.3677933492444272,0.3301336076957357,75
0.21881198289970372,3.468119775850662,-2.6658162982532496,-0.22156642351082895,-0.4304243121253762,-0.3480631457737966,-0.2591066247876588,0.14060585096202988,0.5636825357438956,-0.7979081374058653,0.30694948677064354,-0.2576194868931169,0.3362887341055131,-0.8817321102619594,0.7367238967074997,-0.3259959699759425,-0.10673235866761117,110
-1.2100650752603876,4.670707917166477,-1.4995839323196767,-1.2997228701649666,2.6213307790863656,-2.18042771922247,1.508683826753939,-0.6970027111564993,0.8635811591415146,0.42608662159810223,2.042894510418495,-0.4321732029471613,-0.6389074490057123,-1.4272462329448559,0.8935106720463293,0.6819651909552175,-0.19315349496024417,60
-0.9851724085645861,4.738330871062064,-1.5752954171936722,-1.531321515923991,1.3413999479337495,-1.4337572291371008,0.4863870120777563,-0.8148200725638488,0.7828996525720189,0.28034571046961687,2.1116402478692913,-0.47687703116547114,-0.850093294314353,-1.3472063851227793,0.5019566998247663,0.29567233806911664,-0.4704019134663878,55
-0.16589941691249188,0.8999694234273254,1.8966482149857251,-1.1700674163525482,0.928138868112662,-2.2230143919356937,-1.3226741789837193,0.08183905367103568,0.4254983244921976,-0.35068068622365495,0.35609631709702444,0.8211420262315973,-1.3026229820649846,2.1070894334519465,-0.994475286266544,0.5338825298961613,-0.48283832933945126,139
-0.3108746522210021,0.009244201238119558,2.567040357417303,0.925770211191107,-3.4644804958504047,-0.38124942640581594,2.2775610427961737,-0.022418862481743674,-1.1672279862407628,0.15135459490281314,0.38950674418110515,-1.595674648852137,3.4122535288332956,-0.5343734845448458,-2.9207838146425136,1.9256243686298689,-0.8826564882350645,85
-2.0541903848719056,-1.104560795292602,-0.8928254966101877,0.004428153911636232,1.1494383804831652,-1.2612181567055925,-1.6822279597365177,-1.1392422614899105,0.003681835858260328,0.6974708627643993,0.0724661590626241,0.048224153340652186,-0.10651423800918301,-0.25280108521761935,0.9301033878106999,0.5144859191584693,0.10967205141896239,35
-2.06840846315879,-1.9179841694063882,-0.4390541672824282,-0.18526118900017655,0.46658179320708565,1.7114225175360986,0.18977080648830838,1.7551909148432272,-0.16609278641874684,-0.2754906022099341,0.35881476568866993,0.6278872985432203,0.8444041657951183,0.4312728903820732,-0.6693904057748029,-0.31973156315153806,0.4464969869162744,81
-0.1751963694024509,1.2185060321113121,0.7392113836423344,-3.8555634231294165,-1.189543421062718,-0.9549394621733899,-1.071160657187158,1.6315836920025206,-2.0686135603243603,1.7320977670888285,-1.7046567070903509,-3.442922252024284,-2.1619281310232563,0.6060963364473427,0.5369917676459628,-0.11037702058567152,0.3470456581323454,27
1.6854747063299824,2.005551446815363,3.3868278008014476,-0.8230247489193488,-0.9815750780625784,0.5996017194028141,-0.5886310178749219,-0.2303917296520401,-1.0926404853251797,0.2817975658424538,-1.208760662385496,0.5825236684958354,0.5099919738039882,1.126523521589204,-0.9061584650283628,0.24736743285326168,-0.005495046275104208,35
-1.6704170316480014,0.36576545195147475,1.3460367856792617,-1.3894759873604985,2.1905594961027304,-2.2239255635228874,0.4392620667416324,0.9267478544482174,1.1881617441188483,-0.7388732895083376,0.5548659063801896,0.2503548080668108,0.29069391731476985,-0.2812741558852908,-0.9852049540722818,-0.09034993579999405,-0.4428081932730911,45
-0.5584144980603213,0.49489539037917035,1.301113435038125,-2.317874816541669,1.799590704855294,-0.31385859295376406,0.08154235053191547,0.24279465938953934,0.34811342298090847,-0.2774778695220321,0.04872350311193345,0.49772086385956577,-0.30419000471900637,0.43446265704939485,-0.5876199260953026,-0.2976440138910797,0.17961469660754575,80
3.4727127214855193,-2.5598672871247645,-1.7867151783130082,0.5932487675141876,0.05776017268928061,0.3432317170579928,0.7195787874814865,-0.20512863387719202,-0.2891987398555101,0.07735092549609543,-0.8595514532896326,0.5119932262432701,0.4562796252463379,-0.19430045077931873,0.74698495874387,-0.273801901154985,-0.26241201382271606,179
-2.4338850680525006,1.9493329183105994,-2.7846102047534456,1.5691307285505005,2.09725524005782,-0.4146986808783907,-0.1256494165734675,-0.029380901077789883,0.19031715146595712,-0.25552643430239586,0.5270783728176024,-0.6370010832577456,0.0703112866210483,0.2234209459113315,0.14804769150813046,0.12447351174189031,0.09825427614828447,60
-1.2067013310854933,2.176511241366784,-1.4603873462277364,3.822791274165978,-0.09472829966328211,0.788854958042199,-0.2601630995326678,-0.1755229765136447,-0.452085218000847,0.10927780403460358,-0.29312360006674837,-0.07502325317897846,0.20651922266906647,-0.09282332391909648,-0.013036855348627722,-0.2163599938952314,-0.1962387832278233,40
-1.0844164474678215,-0.12873508149509505,1.6117608098598746,0.6451359815438421,0.7941859446065156,-1.610008609479526,0.08023304844172746,-1.2930623045318257,-0.6407164658901484,0.9349805874230979,-0.08499062656725104,0.3617350337911147,-0.4179740357078581,0.7415088989602973,1.4255132289931363,0.6344149364290296,1.3468074517221862,70
-2.6380789545858025,-2.1641462225785357,-0.10685603556252081,0.2759030823890731,0.5081397365484334,0.8378843472977071,-0.3793272667134284,-0.622195497565412,-0.30541462151871124,-0.47689534050347515,0.3850676417089975,-0.6191711438151782,-0.099849177306635,0.5942774891494845,0.4508383838184142,-0.3470168185704655,-0.4546585686974266,30
-2.219013309124314,-1.5026433861687893,-0.6118801342950112,-0.7020703472984101,-1.7960642135211418,-0.16041533264084612,1.4574342764353927,-0.3365642534633159,0.2063011527932047,-0.23143316461351443,0.9625354402926855,-0.3604490905445004,-0.8427266850277849,0.9105786005470574,0.0918286392396041,0.11952583888714488,0.3358632426703094,90
1.0354327268379866,3.4390643532156275,-2.372820284137497,-0.8787146916726548,-2.1058222495955126,1.3947640301944344,2.7255745086814076,-0.7455672739902663,-0.8275841102231868,0.14820346044749638,0.3814455549403255,-0.4661412844555412,0.4103577133592115,0.30004442701607303,-0.11964086801509312,1.1615504595166752,-0.015945173744580113,28
-2.215419616126185,2.6820820626844983,-3.001975165532372,1.8733355658896722,2.283497326884567,-0.1304405091104418,-0.3352465133890317,-0.9063561970491611,-0.29241001190928106,0.5921975689393298,-0.11145695897735944,0.003557794645373938,-0.04932865699585152,0.026089028201385544,1.0243405244999104,0.9763221805708234,0.3049071567544088,53
1.254098087058931,-0.7734478420856598,-0.6154588655396246,0.24861665028752836,0.8781402732104808,0.36840535226079524,-0.19340568042414372,0.2904089360536445,-0.10034117074436272,0.3262475186667915,-1.05813013136304,1.5411132049639642,-0.031040969077271444,0.6555049280997363,-0.9940664805475183,0.13745747837071667,0.36528105693672563,98
-0.9518287910838293,-0.805193052579995,-1.115712061698211,-0.975354893158989,-0.5087596539459183,0.9014096280727248,0.03993075540168215,-0.039187237241482965,0.09725159040409424,-0.09258206577626867,-1.0725305704399137,0.7515524570399658,-0.006114667726774919,0.12344665879396864,0.8576600200623475,0.23379745956219,0.14463903995185642,50
2.415422617052309,-1.2855445930647653,-1.140806611753294,0.2421219439301276,0.8877715404385135,0.41724854662368754,0.05455179417850569,0.1873155215787323,-0.07920642746780436,0.2659479660531679,-0.797585722312603,0.9323205495616964,0.5030862312388757,-0.4839870116408374,-0.47326176330719766,-0.5378808215768051,0.6211137317083906,30
-2.6179472510633377,-1.7653921353668647,-0.34442036692529665,-0.14003723533980253,0.7466044540971605,-0.30085292357892757,-1.0746754353664962,-0.081214797477953,0.307623686599708,-0.8325430254135403,1.0087315517607753,-0.5594489494553253,0.15108588578219237,0.12250700656919175,-0.3490407165861312,-0.25057802671035856,-1.3353179445237495,169
-1.9634809828993174,-0.42520791952755793,0.260163926047973,-0.14907980294083228,0.20716939934186893,0.771078783609157,-0.751366082740515,-0.15617083595610332,-0.12840193802805208,0.05755747136911297,-0.8489905643299666,0.33723327223974964,0.32084818731924203,0.11216317738766123,-0.18996998816231128,-0.21123249120384363,-0.13304062355038065,45
-1.295479397403619,2.622411904353158,-2.4239391507129207,2.7170862742678996,-2.0087345312454397,-0.3403484061715734,2.193343539168572,-0.4843374465743,-0.4022507169083006,-0.23222656422467247,1.3801799010587277,-2.033616078628075,1.640621598904766,-0.6747842893418566,-0.40448391182858145,1.3159101752844826,-0.806931911739167,75
3.3333576202340747,-1.01133043053236,0.4554811848563916,-0.0812198418842032,2.162652662463887,-0.37018639960554617,2.7071725487568874,0.971207519748401,-0.2811457222550287,-0.19862616381741083,-1.3601126115247468,1.1328574931558955,0.8532489341171331,0.8420936513770888,-0.37925608525024124,-0.8213257513147799,0.5034456961977022,125
-0.8561947807861967,-0.9712647952438362,1.0080967545489259,-0.43274540819220886,1.3003918766723321,1.2522527595512505,-1.2068477387019572,-0.34786916494528736,-0.4710229803027076,-0.5070211279197663,0.78604716431504,-0.6801799589119657,0.25647233024621946,0.10452705092532276,-0.7330193512292394,-1.2837368559062716,0.14381442486471652,50
-1.5108619349899484,0.04781384899456859,1.875712835704183,-1.3260195111572985,1.8656188977035313,0.7358339099643951,-0.12997055592484133,-0.5216321585053905,-0.4700503054873651,-0.2523584052695188,0.1886720085848425,0.060413420460312194,-0.4203449683556987,1.0653297829438115,-0.0543345897021172,-0.38437235253597996,-0.6501564357044142,70
1.2239235605428493,0.8751835284301398,0.014437018297667343,-1.855077681592517,-0.9952816470862825,-1.3224469428046408,0.01922321306076422,-0.28001123135628075,0.12038806688940284,0.08767917628988564,-0.7589302878102403,1.2296051491585558,-1.3223189290491046,1.8246868702435832,1.2638323832157772,0.18407615934615035,1.1121496634144166,46
0.42392571604632184,-1.5061223854003774,-1.269575761759029,0.8688621005652271,-0.17597265440361354,-1.3107991406357482,-0.5695289696266138,-0.24999739919961372,0.20511599994177884,-0.403302502897827,0.11908933680966814,0.041484203301687,-1.148335893049329,2.021026594583222,0.666238201590329,0.33526317880029227,0.8366389880643041,40
-2.054402717298732,-1.2109673497991018,0.537588692217755,1.2660091250067098,1.397197821308104,0.7272988731147265,-0.8086827690094874,-1.2401876601320159,-0.5708243530262561,1.1215399076083294,1.617779134359081,-0.3044972840736854,-0.15663443294232599,-0.9750643492908687,-1.5704588748516015,-0.8313939726525141,0.1558107859121213,45
-0.807175057230596,-1.1778478169276403,0.3582700359514173,-0.023220684585145483,0.15661801559795327,0.5662545964440006,-0.9155561242117516,0.7202045725652477,-0.5823463521214001,0.9398067581135525,-0.5905127143700392,1.4732377037841944,0.824181167459867,0.2760014460168779,-0.06496898516411605,1.1761336585069044,0.14929314996647086,60
-0.41395700441838135,0.08585656443556236,1.491732808747335,0.10776010412783327,0.24264818235062233,-0.31986360058492413,-0.8513228333530837,-0.9590730625802287,-0.673338986248889,0.9743489412713345,-0.5674650671611722,0.4087570201374873,0.8448504985725758,-0.7618531415200641,0.489230631642907,-0.3686876054160125,0.5001358069726464,45
